일시,1.5M 평균 습도(%),10CM 일 토양수분(%),20CM 일 토양수분(%),30CM 일 토양수분(%),50CM 일 토양수분(%),1.5M 평균 기온(°C),평균 지면온도(°C),5CM 평균 지중온도(°C),30CM 평균 지중온도(°C),0.5M 일 지중온도(°C),1.0M 일 지중온도(°C),일사량,일조시간,최대풍속
2013.5.11,66,31,11,14,10,18.7,23.9,22,19.7,18.7,16.3,24.96,11.5,5.6
2013.5.12,63,29,11,13,10,19.3,24,22.5,20.2,18.9,16.4,26.38,12.3,9.2
2013.5.13,43,28,10,13,10,19.1,24.1,23,20.6,19.2,16.5,26.78,12.6,5.9
2013.5.14,69,25,10,13,10,19.2,24.6,22.6,20.8,19.5,16.6,27.36,12.6,4.5
2013.5.15,82,26,9,13,10,20.5,27.7,24.7,21.3,19.7,16.8,22.27,7.6,4.9
2013.5.16,,24,10,14,10,,,,,20.1,16.9,4.41,0,12.6
2013.5.17,71,22,9,14,10,17.8,21.7,21.5,21.3,20.2,17,21.21,7.3,11.3
2013.5.18,83,21,9,14,10,19.4,20.7,21.2,21.1,20.1,17.1,14.5,2.3,8.2
2013.5.19,88,31,10,15,11,19,25.1,22.3,21,20.6,17.8,6.64,0,12.4
2013.5.20,91,31,10,16,10,17,24.9,23.6,21.5,20.5,17.8,17.64,4,9.9
2013.5.21,85,28,10,16,10,17.5,25.9,24.1,21.9,20.7,17.9,26.21,11.5,4.3
2013.5.22,,26,9,16,10,,,,,20.9,18,25.3,11.4,4.6
2013.5.23,65,25,9,15,10,21,28.7,25.1,22.6,21.1,18.3,24.17,11.1,5.9
2013.5.24,60,23,9,13,10,20.7,28.2,25.1,22.9,21.4,18.4,25.55,11.2,4.3
2013.5.25,58,22,9,15,10,21.9,29.1,25.5,23.2,21.7,18.5,23.83,10.7,5.7
2013.5.26,76,20,8,16,10,22,25.3,24.5,23.5,,,16.27,3,7.4
2013.5.27,97,19,8,14,10,19.5,20,21.8,23.1,22,18.8,3.1,0,12.4
2013.5.28,95,28,10,16,11,19.4,22.6,21.7,22.1,22.2,19.1,18.39,4.3,13.8
2013.5.29,79,27,9,15,11,20.6,26.4,22.9,22,21.7,19.5,12.7,1,8.7
2013.5.30,88,25,9,,60,17.8,21.2,22.3,22.3,21.6,19.7,13.03,3.4,4.3
2013.5.31,72,25,9,,,17.4,20.2,20.3,22,21.7,19.7,9.84,0.9,4.8
2013.6.1,78,24,9,,,17.1,19.3,20,21.4,21.4,19.7,5.36,0,5.6
2013.6.2,76,25,8,,,18.8,25.8,21.9,21.2,21.1,19.7,21.43,6.5,7.7
2013.6.3,78,24,8,,,19.2,26.2,23.3,21.6,21.1,19.7,22.86,7.9,9.3
2013.6.4,83,24,8,,,19.8,27,24.4,22.2,21.2,19.7,25.7,9.8,6.7
2013.6.5,81,22,8,,,20.4,28,24.7,22.8,21.5,19.6,18.54,6.9,5.5
2013.6.6,71,21,8,,,20.2,26.5,25,23,21.8,19.7,25.44,11,7.4
2013.6.7,69,20,8,12,12,21.5,25.9,24.2,23.3,22.1,19.7,17.82,4.3,8.4
2013.6.8,85,19,7,11,11,19.7,21.4,22,23.1,22.1,19.8,4.48,0,12.1
2013.6.9,90,27,8,11,11,19.7,21.7,21.7,22.4,22,19.9,11.19,1.8,10.9
2013.6.10,85,26,9,12,11,20.8,23.1,22.1,22.2,21.8,19.9,3.98,0,9.6
2013.6.11,88,26,9,11,11,21.8,24.8,22.9,22.3,21.7,20,14.82,2.4,8.9
2013.6.12,95,26,9,12,11,20.6,25.9,24,22.5,21.8,20,8.55,0,4.5
2013.6.13,89,25,8,12,11,20.1,23.6,23.3,22.7,21.9,20,10.51,0,3.8
2013.6.14,95,32,11,14,13,20.5,21.8,22.4,22.7,22,20.1,5.22,0,5.8
2013.6.15,90,27,9,12,12,22,25.7,24.5,22.7,22.1,20.3,17.97,4.4,6.1
2013.6.16,91,27,9,12,12,21.2,29.1,26.3,23.3,22.2,20.3,26.75,11.3,5.4
2013.6.17,96,26,9,13,12,22.2,26.6,25.3,23.9,22.5,20.3,23.14,7.1,6.1
2013.6.18,97,26,9,13,12,23,24.3,24.7,24,22.8,20.4,9.11,2.1,8.4
2013.6.19,98,32,9,12,12,22.5,23.4,23.8,23.8,22.9,20.4,5.32,0,8.8
2013.6.20,88,29,10,13,13,25,30.8,26.6,23.7,22.9,20.7,4.05,0,7.6
2013.6.21,89,29,9,13,12,22.7,26.1,26.2,24.5,23.1,20.8,13.56,2.9,10.7
2013.6.22,92,28,9,13,13,20.5,25,24.7,24.1,,,14.64,1.1,4.6
2013.6.23,84,27,9,13,12,21.2,25.3,24.2,23.9,23,20.6,6.37,0.1,6.5
2013.6.24,91,31,10,13,12,20.4,25.9,25.1,24.5,23.4,21.1,25.42,10.7,4.8
2013.6.25,83,29,10,13,13,21.3,25.4,25.7,25.8,25.4,23.2,7.47,0,11.1
2013.6.26,91,32,11,14,13,21.3,26.6,24.1,24.1,23.4,21.3,21.08,7.2,10.5
2013.6.27,84,30,10,13,13,21.4,24.7,24.6,24.6,23,21.3,6.41,0.4,6.2
2013.6.28,78,30,10,13,13,22.8,30,26.9,25.7,25.2,23.5,20.58,5.2,9.3
2013.6.29,79,29,10,,,23.6,31.2,28.1,26.1,25.1,23.4,24.31,8.8,9.1
2013.6.30,82,27,10,,,24.1,31.3,29.3,26.8,25.3,23.4,11.03,1.6,7.7
2013.7.1,85,24,10,,,24.3,34.3,29.5,27.3,25.8,23.5,20.34,6,5.6
2013.7.2,94,23,,,,25,30.1,29.4,27.6,26.2,23.6,23.34,9.7,7.3
2013.7.3,91,23,,,,25.1,28.9,28.8,27.6,26.5,23.8,8.55,1.8,9.1
2013.7.4,91,24,,,,25.1,28.7,28.7,27.6,26.4,23.7,9.22,0.8,8.3
2013.7.5,95,24,,,,23.6,26.8,27.7,27.7,26.6,24,10.29,1,12.7
2013.7.6,98,24,,,,22.4,26.5,27,27.1,26.5,24,5.98,0,7
2013.7.7,,27,,,,,,,,26.1,23.8,18.58,5.4,7.5
2013.7.8,96,26,,,,24.9,29.9,28.5,27,26.4,24.2,26.09,11.5,10.9
2013.7.9,89,25,,,,25.6,31.2,29.5,27.4,26.4,24.1,26.44,12.3,7.5
2013.7.10,85,24,,,,25.8,32.2,30.6,27.8,26.7,24.3,27.76,13.2,8.4
2013.7.11,79,23,,,,26.3,35.4,32,28.3,26.9,24.2,27.79,13.4,7.3
2013.7.12,83,20,,,,27,35.5,32.5,29,27.3,24.3,27.71,12.9,5.3
2013.7.13,85,18,,,,27.7,36.8,33.9,29.7,27.7,24.4,27.24,12.5,5.7
2013.7.14,91,16,,,,26.7,32.5,32.8,30.1,28.1,24.5,16.17,4.6,6.8
2013.7.15,88,15,,,,26.3,32.9,32.4,30.1,28.3,24.7,25.68,11.2,6.4
2013.7.16,86,14,,,,26.4,33.2,32.3,30.2,28.5,24.8,28.05,13,7.9
2013.7.17,81,14,,,,26.7,34.6,32.9,30.2,28.6,25,26.45,12.1,6.8
2013.7.18,81,12,,,,26.2,34.8,32.9,30.3,28.7,25.1,25.85,12.2,6.8
2013.7.19,78,11,,,,26.5,35.3,32.9,30.4,28.8,25.2,22.74,8,7
2013.7.20,86,10,,,,26.4,35.8,33.2,30.4,28.9,25.4,24.26,9.8,5.6
2013.7.21,88,10,,,,26.5,32.3,32.2,30.4,28.9,25.4,22.73,10,7.4
2013.7.22,85,10,,,,27,33.3,32.6,30.4,29.1,25.6,23.14,9.1,6.6
2013.7.23,85,9,,,,26.6,32.2,32.4,30.4,29.2,25.7,18.95,8.7,8.5
2013.7.24,81,9,,,,27.2,35.2,32.2,30.4,29.2,25.8,21.59,8.9,11.1
2013.7.25,77,8,,,,27.3,32.6,31.3,30.4,29.2,26,14.36,2.1,9
2013.7.26,74,8,,,,28.6,35.2,32.2,30.1,28.9,25.8,15.92,6.8,9.2
2013.7.27,86,8,,,,26.7,33.2,31.6,30.3,29.1,26.1,17.61,3.5,7.9
2013.7.28,85,8,,,,27.5,36.2,32.4,30.2,29.1,26,20.69,6.8,9
2013.7.29,89,8,,,,27.1,32.7,31.8,30.5,29.2,26.1,12.48,1.5,8.6
2013.7.30,86,8,,,,27.6,37.8,33,30.5,29.4,26.3,16.83,7,7.7
2013.7.31,87,7,,,,27.3,35.1,33,30.7,29.4,26.3,24.23,11.3,7.5
2013.8.1,87,7,,,,27.1,33.8,32.5,30.8,29.5,26.3,22.81,10.9,8.3
2013.8.2,82,7,,,,27.9,37,33.4,30.8,29.5,26.3,25.3,12.5,7.7
2013.8.3,90,7,,,,27.1,32.4,32,31,29.7,26.6,10.57,0.7,5.8
2013.8.4,86,7,,,,27.7,34.4,32.5,30.9,29.8,26.6,15.24,3.8,9.1
2013.8.5,88,7,,,,26.1,32.7,31.7,30.9,29.8,26.7,14.51,5.7,8.9
2013.8.6,88,10,,,,27.3,33.1,31.9,30.7,29.7,26.6,18.71,7.9,7.2
2013.8.7,84,9,,,,28,36.6,32.8,30.9,29.7,26.8,23.77,11.1,7.1
2013.8.8,86,9,,,,27.1,33.8,32.3,31.1,29.9,26.8,23.67,12.1,5.9
2013.8.9,85,8,,,,27.8,38.4,33.7,31,29.8,26.7,24.81,12.3,6.9
2013.8.10,,8,,,,,,,,29.9,26.7,21.38,10,6.7
2013.8.11,81,7,,,,27.1,36.1,33.9,31.9,30.3,27,22.84,11.3,6.3
2013.8.12,77,7,,,,27.3,37.5,33.7,31.7,30.2,26.8,21.48,8.5,5.2
2013.8.13,75,6,,,,27.6,39.9,34.8,31.9,30.5,27.1,25.26,11.5,5.6
2013.8.14,79,6,,,,27.3,38,34.9,32.1,30.6,27.2,23.47,9.9,5.7
2013.8.15,77,6,,,,27,36.9,34.7,32.3,30.7,27.2,24.93,11.6,5.9
2013.8.16,77,6,,,,27.2,39.9,35.5,32.4,30.8,27.3,20.37,9,5.9
2013.8.17,78,5,,,,27.9,38.5,35.2,32.7,30.9,27.4,21.86,9.9,5.6
2013.8.18,75,5,,,,28.4,36.1,34.8,32.7,31,27.5,17.23,8.4,6.5
2013.8.19,82,5,,,,27.8,33.3,32.7,32.4,30.8,27.3,11.83,4,7.4
2013.8.20,73,8,,,,28.3,34.5,32.1,32,30.8,27.5,24.78,12.2,5.3
2013.8.21,78,7,,,,28.6,33.1,32.6,31.9,30.8,27.6,20.36,8.8,10.3
2013.8.22,85,7,,,,28.5,33.7,33.8,32.1,30.7,27.7,14.2,4.7,8.1
2013.8.23,90,11,,,,27.8,33.7,34.4,32.3,31.3,28.3,17.38,5.3,10.6
2013.8.24,89,12,,,,27.6,32.8,33.3,32.5,31.3,28.4,12.98,3.1,9.2
2013.8.25,94,13,,,,25.8,30.1,30.6,31.9,31.2,28.5,12.24,1.5,10.9
2013.8.26,82,11,,,,25.4,29.2,29.4,30.8,30.5,27.3,19.88,8,6.8
2013.8.27,69,11,,,,25.1,32.4,31.8,30.7,30.2,27.8,24.01,12.2,5.6
2013.8.28,75,10,,,,25.7,32.4,32,30.6,30,27.8,23.73,11.6,5.5
2013.8.29,87,10,,,,27.7,31.6,32.6,30.7,29.9,27.8,23.95,12.1,12.6
2013.8.30,93,14,,,,25.6,28.9,29.1,30.4,29.5,27.3,13.92,2.6,9.6
2013.8.31,72,11,,,,24.7,31,31.8,30.1,29.5,27.4,21.48,8.5,6
2013.9.1,67,11,,,,24.2,30.9,30.8,29.9,29.4,27.4,18.33,6.4,11.3
2013.9.2,64,10,,,,24.4,29.6,29.4,29.6,29.2,27.3,22.73,9.5,10.5
2013.9.3,74,9,,,,22.5,24,23.5,29.3,29,27.3,3.88,0,11.4
2013.9.4,61,8,,,,22.2,28.4,27.2,28.5,28.7,27.3,24.84,11.8,9
2013.9.5,66,7,,,,23.2,25.9,26.2,28.4,28.3,27.2,17.02,5.1,8.6
2013.9.6,80,7,,,,22,24,24.4,28.1,28.1,27.1,2.11,0,9.3
2013.9.7,93,9,,,,21,23.8,23.7,27.4,27.7,27,4.42,0.1,7.3
2013.9.8,77,9,,,,22.3,26.1,26.3,27.2,27.4,26.9,20.31,8.4,6.4
2013.9.9,67,8,,,,22.2,27.4,27.7,27.2,27.2,26.7,21.23,9.1,7
2013.9.10,71,8,,,,22.4,26.9,26.5,27.2,27.2,26.6,21.57,9.9,6.3
2013.9.11,81,8,,,,24.2,31.5,28,27.4,27.1,26.6,19.78,8.8,6.6
2013.9.12,82,8,,,,25,31.2,28.8,27.8,27.2,26.5,15.44,5.6,4.3
2013.9.13,86,7,,,,26.1,31.9,29.4,28,27.3,26.3,15.12,6,7
2013.9.14,89,9,,,,23.5,26.2,28,28.4,27.6,26.4,6.69,1.3,9.8
2013.9.15,65,9,,,,25.1,28.3,27.9,28,27.6,26.3,21,10,11.5
2013.9.16,36,9,,,,23.6,26.8,26.4,27.8,27.5,26.3,23.45,11.3,10.9
2013.9.17,49,6,,,,24.3,26.6,25.8,27.2,27.3,26.2,21.45,10.5,10.5
2013.9.18,53,,,,,25.9,28.6,26.3,27,27,26.2,19.55,8.7,10
2013.9.19,70,,,,,24.6,28.5,26.4,26.9,26.8,26.1,20.09,9.4,10.4
2013.9.20,71,,,,,24.2,29.6,27.1,26.8,26.6,26,21.14,10.2,5.2
2013.9.21,63,,,,,25.1,30.2,27.5,27,26.5,25.9,20.89,10.9,7.1
2013.9.22,75,,,,,25.6,28.3,27.5,27.2,26.8,26,4.22,0,10.4
2013.9.23,77,,,,,25.1,29.7,27.6,27.1,26.6,25.8,16.41,6.2,9.2
2013.9.24,83,,,,,23.7,26.9,27,27.2,26.5,25.6,19.74,10.7,4.8
2013.9.25,75,,,,,22.1,26.9,26.9,27.2,26.7,25.7,15.19,6.2,6.4
2013.9.26,63,,,,,19.3,24.2,24.8,27,,,21.96,11,7.5
2013.9.27,65,,,,,20.3,22.7,23.6,26.3,26.6,25.9,9.28,2.7,8.4
2013.9.28,79,,,,,23,25.7,24.9,26,26.2,25.9,12.59,3.4,7.7
2013.9.29,95,,,,,21.2,23.4,24.5,25.9,26,25.8,3.29,0,6.5
2013.9.30,83,,,,,22.6,25.1,25.4,25.6,25.8,25.6,11.44,2.7,10.8
2013.10.1,89,,,,,22.3,24.5,24.8,25.8,25.7,25.6,3.79,0.3,7.3
2013.10.2,,,,,,,,,,25.6,25.4,10.79,2.6,5.9
2013.10.3,68,,,,,19.1,19.6,22.3,23.9,24.2,24.1,19.1,9.7,9.9
2013.10.4,,,,,,,,,,24,24,19.24,9.2,10.9
2013.10.5,75,,,,,22.4,21.7,21.6,23.1,23.9,23.9,3.6,0,12.5
2013.10.6,78,,,,,24.7,23.7,23,23.3,23.7,23.8,4.11,0,14
2013.10.7,79,,,,,25.3,24.9,24,23.7,23.7,23.7,4.38,0,12
2013.10.8,84,,,,,23.3,29.1,23,23.9,23.8,23.6,2.59,0,18.7
2013.10.9,83,,,,,23.1,25.1,23.5,23.7,23.8,23.5,5.5,0,7.3
2013.10.10,82,,,,,23.7,29.9,24.6,24,23.9,23.5,11.28,2.6,6.2
2013.10.11,47,,,,,22.2,22.1,22.6,24.1,24,23.5,13.72,5.9,10.4
2013.10.12,45,,,,,20.1,20.4,20.7,23.2,23.9,23.4,18.93,10.8,11.1
2013.10.13,55,,,,,20.2,25.3,20.4,22.6,23.6,23.4,18.46,10.7,10.3
2013.10.14,76,,,,,21.2,,21.8,22.4,23.3,23.4,11.94,4.7,8.2
2013.10.15,71,,,,,19,26.3,21.1,22.6,23.1,23.3,4.32,0.1,6.2
2013.10.16,65,,,,,15.8,,19.5,22,23,23.2,17.91,9.9,10.7
2013.10.17,62,,,,,15.6,16.9,18.2,21.4,22.7,23.1,10.85,3,6.8
2013.10.18,64,,,,,18.8,20.6,19.1,21,22.4,23,11.78,4.1,10.7
2013.10.19,69,,,,,18.5,20.2,19.4,20.9,22.1,22.9,8.7,1.8,9.8
2013.10.20,70,,,,,17.8,,19.6,20.9,22,22.8,11.36,3.6,7.3
2013.10.21,61,,,,,17.6,21.2,19.2,20.8,21.9,22.7,16.19,8.9,6.9
2013.10.22,63,,,,,19.3,,19.4,20.7,21.8,22.6,14.25,6.6,10.8
2013.10.23,66,,,,,19.5,22.1,20,20.8,21.7,22.5,4.77,0.7,13.2
2013.10.24,67,,,,,17.8,24.3,19.5,20.8,21.6,22.4,13.37,6.6,10.4
2013.10.25,40,,,,,16.3,22.5,17.9,20.6,21.6,22.3,15.68,9.1,10.8
2013.10.26,57,,,,,13.7,15,16,19.8,21.4,22.2,9.37,2.7,5.5
2013.10.27,69,,,,,13.9,16.9,16.4,19.1,21.1,22.1,16.24,9.9,7.1
2013.10.28,71,,,,,15.4,17.6,17.1,19,20.7,22,13.84,8.7,4.6
2013.10.29,60,,,,,16.9,17.8,17.6,19.2,20.6,21.9,14.82,10.1,8.2
2013.10.30,76,,,,,16.6,18.3,17.6,19.1,20.5,21.8,9.47,3.9,5.3
2013.10.31,72,,,,,16.8,19.2,18.4,19.3,20.4,21.7,11.6,4.3,4.8
2013.11.1,71,,,,,18.1,17.7,17.8,19.4,20.4,21.6,13.82,8.7,6.9
2013.11.2,71,,,,,19.1,19.5,18.8,19.5,20.4,21.5,11.07,5.5,7.8
2013.11.3,68,,,,,18.8,19.4,18.8,19.7,20.4,21.4,7.11,0.6,5.8
2013.11.4,,,,,,,,,,20.5,21.3,10.88,4.3,7.1
2013.11.5,,,,,,,,,,,,12.55,8.4,7.2
2013.11.6,71,,,,,18.4,19.4,18.4,19.2,20.2,21.2,8.25,2.2,7.4
2013.11.7,64,,,,,16.3,16.8,17.4,19.2,20.2,21.1,10.1,5.6,8.6
2013.11.8,64,,,,,14.8,15.5,16.2,18.8,20.1,21.1,13.28,9,6.3
2013.11.9,85,,,,,18.7,16.6,16.7,18.6,19.9,21,2.61,0.2,14.1
2013.11.10,65,,,,,14.2,14.3,17.2,18.8,19.7,20.9,10.17,4.2,16.6
2013.11.11,61,,,,,10.4,11.5,13.9,17.9,19.6,20.8,7.76,1.9,10.9
2013.11.12,70,,,,,9.6,10.2,13.1,17.1,19.2,20.7,6.54,0.6,8.3
2013.11.13,71,,,,,10.6,11.2,13.4,16.5,18.8,20.7,12.1,6.3,8
2013.11.14,76,,,,,12.4,13.8,14.2,16.4,18.4,20.5,10.47,4.3,6.5
2013.11.15,70,,,,,12.6,12.9,14.6,16.6,18.2,20.3,10.18,6.8,6.3
2013.11.16,69,,,,,12.3,11.3,13.4,16.3,18.1,20.2,10.69,6.7,8.2
2013.11.17,64,,,,,10.6,9.7,12.6,15.9,17.9,20,7.63,2.7,11.7
2013.11.18,73,,,,,6.6,6.6,10.3,15.2,17.5,19.8,4.36,0.6,11.7
2013.11.19,69,,,,,6.7,5.6,9,14,17.1,19.7,5.37,1.2,11.8
2013.11.20,62,,,,,7.9,5.9,9.3,13.3,16.5,19.5,9.76,4.5,10.4
2013.11.21,71,,,,,8.4,7.3,9.5,13,16,19.3,10.92,6.2,6.6
2013.11.22,65,0,0,0,2,10.1,8.1,10,12.9,15.7,19.1,10.45,5.3,6.9
2013.11.23,78,0,0,0,2,9.9,9.1,10.6,13,15.4,18.9,11.31,7.6,6.9
2013.11.24,,,,,,,,,,,,6.69,3.5,19
2013.11.25,,1,0,0,3,,,,,15,18.2,4.24,0.7,13.3
2013.11.26,61,1,0,0,3,8.6,6.9,9.7,13,15,18,8.52,3.6,8.8
2013.11.27,68,1,0,0,3,8,6.8,9.5,12.6,14.8,17.9,2.49,0,13
2013.11.28,79,1,0,0,3,2.8,3.3,6.8,11.9,14.5,17.7,4.34,0.8,11.7
2013.11.29,76,1,0,0,3,5.4,3.6,6.3,10.8,14.1,17.5,4.86,0.9,9.6
2013.11.30,63,1,0,0,3,9.6,8,8.4,10.5,13.4,17.3,7.46,3.3,9.6
2013.12.1,57,1,0,0,3,9.5,6.9,8.6,10.8,13.2,17.1,6.85,4.1,8.1
2013.12.2,64,1,0,0,3,8.3,6.9,8.3,10.8,13.2,16.9,6.1,2.1,7
2013.12.3,75,1,0,0,3,7.3,6.2,8.1,10.7,13,16.7,10.05,7.3,4.7
2013.12.4,62,1,0,1,3,9.1,7.1,8.4,10.7,12.9,16.5,9.9,6.7,6.8
2013.12.5,58,1,0,0,3,11.1,7.8,8.9,10.7,12.8,16.4,10.75,7.6,4.7
2013.12.6,63,1,0,0,3,10.8,8.4,9.6,11,12.8,16.2,8.89,6.3,6.5
2013.12.7,68,1,0,0,3,8.1,7,8.8,11,12.8,16.1,12.04,9.3,5.6
2013.12.8,71,1,0,0,3,10.9,9,9.1,10.9,12.8,16,11.56,9,5.8
2013.12.9,82,1,0,1,3,10.8,10.1,10.6,11.3,12.8,15.9,1.85,0.5,11.4
2013.12.10,60,1,0,1,3,6.5,5.3,8.2,11.2,12.8,15.8,2.12,0.1,14.1
2013.12.11,65,1,0,1,3,6.2,5.3,7.3,10.7,12.7,15.6,4.73,1.3,12.6
2013.12.12,56,1,0,1,3,7.3,4.8,7.2,10.1,12.5,15.6,11.46,7.7,9.5
2013.12.13,55,1,0,1,3,6,4.5,6.9,10,12.2,15.5,8.61,4.5,11.8
2013.12.14,53,1,0,1,3,6.4,4.2,6.1,9.5,12,15.4,10.16,5.8,8.6
2013.12.15,68,1,0,1,3,7.9,7.3,7.4,9.4,11.8,15.2,6.23,2.2,7
2013.12.16,73,1,0,1,3,6.8,6.2,7.7,9.6,11.6,15.1,3.85,0.3,7.7
2013.12.17,84,1,0,1,3,8.3,7.5,8.1,9.8,11.6,15,0.58,0,13.1
2013.12.18,67,1,0,1,3,8.7,7.6,8.9,10.1,11.7,14.9,3.65,0,12.4
2013.12.19,69,1,0,1,3,3.4,3.2,6.4,9.9,11.7,14.7,4.73,1.3,11.7
2013.12.20,65,1,0,1,3,4,3.1,5.2,9.1,11.5,14.6,1.82,0,11.9
2013.12.21,62,1,0,1,3,3.9,2.6,5,8.6,11.2,14.5,4.92,2.3,9.7
2013.12.22,55,1,0,1,3,5.7,3.4,5.1,8.2,10.9,14.5,2.02,0,6.8
2013.12.23,59,1,0,1,3,6,5.1,5.8,8.2,10.6,14.3,1.1,0,6.6
2013.12.24,57,1,0,1,3,6,5.2,6.1,8.2,10.5,14.2,5.55,1.6,5.4
2013.12.25,75,1,0,1,3,6.9,4.5,5.7,8.2,10.4,14,1.45,0.2,3.9
2013.12.26,65,1,0,1,4,7,6.6,7.1,8.5,10.4,13.9,3.13,0.1,11.9
2013.12.27,71,1,0,1,4,1.7,1,4.7,8.4,10.4,13.7,2.36,0.2,11
2013.12.28,64,1,1,2,5,2.6,1.6,4.1,7.7,10.3,13.7,2.84,0.4,11.4
2013.12.29,66,1,0,3,5,3.5,1.8,4.3,7.4,10,13.6,6.45,2.3,9
2013.12.30,58,1,0,3,5,6.7,4,5,7.3,9.8,13.5,6.61,2.9,10.1
2013.12.31,51,1,0,3,5,8.7,5.8,5.7,7.5,9.7,13.4,9.39,7.4,12.9
2014.1.1,46,1,0,3,5,8.8,5.7,6,7.7,9.6,13.3,10.38,8.3,10.6
2014.1.2,65,1,0,3,5,8.1,7.4,6.6,7.8,9.6,13.1,10.1,8.4,5.3
2014.1.3,70,1,0,3,5,9.4,7.7,7.3,8.1,9.7,13,7.5,5.1,4.2
2014.1.4,68,1,1,3,5,8,7.5,7.8,8.5,9.8,12.9,10.68,7.2,7.4
2014.1.5,64,1,0,3,5,6,5.1,6.7,8.6,10,12.9,11.69,9.1,7.6
2014.1.6,60,1,0,3,5,5,4.4,5.8,8.2,10,12.8,10.52,8.8,7.2
2014.1.7,68,1,0,3,5,8.6,5.8,6.1,8,9.9,12.8,7.44,4,6.3
2014.1.8,80,1,0,3,5,7.5,7.2,7.7,8.5,9.8,12.8,0.56,0,17.4
2014.1.9,69,1,0,3,5,0.1,1.1,4.4,8.1,9.8,12.6,2.76,0,12.9
2014.1.10,63,1,1,3,5,2.6,1.6,4.1,7.3,9.7,12.6,5.19,1.1,6.5
2014.1.11,51,1,1,3,5,5.1,4.2,5.2,7.3,9.4,12.5,9.85,7.4,7.3
2014.1.12,62,1,0,3,5,4.5,3.8,4.8,7.2,9.3,12.5,5.15,1.2,9.5
2014.1.13,71,1,0,3,5,3.2,3.1,4.7,7.2,9.1,12.3,8.14,4.5,7.6
2014.1.14,62,1,0,3,5,3.1,3.4,4.5,7.1,9,12.2,11.9,8.1,7.8
2014.1.15,56,1,0,3,5,2.8,3,4.3,6.9,9,12.2,7.52,3.1,8.6
2014.1.16,69,1,1,3,5,4.1,4.3,4.6,6.8,8.9,12.1,9.08,4.4,6.4
2014.1.17,62,1,1,3,5,4.9,3.6,4.7,6.9,8.8,12,10.09,7.8,7.5
2014.1.18,61,1,0,3,5,4.6,2.9,4.5,6.9,8.8,11.9,2.93,0.2,11.7
2014.1.19,75,1,0,3,5,4.9,4.5,4.6,6.7,8.7,11.8,12.43,8.4,6
2014.1.20,63,1,0,3,5,6.8,6.5,6,7.1,8.7,11.8,5.57,2.3,11
2014.1.21,75,1,0,3,5,0.6,1.3,4,7,8.7,11.7,3.49,0.3,11.8
2014.1.22,68,1,0,3,5,3.1,3.9,4.6,6.7,8.6,11.6,6.42,1.3,6.8
2014.1.23,77,1,1,3,5,5.4,6.5,5.8,6.9,8.6,11.6,12.5,7.4,5.4
2014.1.24,75,1,1,3,5,10.1,9,7.2,7.3,8.6,11.6,12.9,9.1,8.2
2014.1.25,74,1,1,3,5,13,11,8.9,8.1,8.8,11.6,5.42,1.2,13.2
2014.1.26,28,1,1,3,5,7.5,6.6,7.2,8.5,9.1,11.5,13.55,8.6,11.6
2014.1.27,60,1,0,3,5,6.3,5.7,6,8,9.3,11.5,13.56,9.3,6.2
2014.1.28,69,1,0,3,5,9.3,8.1,7.2,8,9.2,11.5,5.11,0.4,6.1
2014.1.29,64,1,0,3,5,9.5,8.6,7.5,8.2,9.3,11.5,12.72,8.6,7.6
2014.1.30,90,1,1,3,5,9.5,9,9,8.8,9.4,11.5,1.33,0,13.1
2014.1.31,74,1,0,3,5,10.3,8.9,8.6,9,9.6,11.5,12.76,9.2,3.9
2014.2.1,91,1,1,3,5,13.2,11,10.2,9.4,9.8,11.5,7.12,4.3,8.2
2014.2.2,93,1,1,3,5,13.2,14,12.5,10.5,10.1,11.5,2.87,,6.4
2014.2.3,67,1,1,3,5,9.7,10.9,11.4,11.1,10.6,11.5,12.8,7.9,7.2
2014.2.4,55,1,1,3,5,1.4,3.6,6.9,10.4,10.8,11.5,9.42,2.9,10
2014.2.5,63,1,1,3,5,3.1,2,5.1,9.1,10.7,11.6,6.11,0.7,7.7
2014.2.6,80,1,1,3,5,5.8,4.7,5.6,8.5,10.3,11.7,1.24,0,11.4
2014.2.7,81,1,1,3,5,7.6,7.7,7.3,8.3,9.9,11.8,2.15,0.1,11.4
2014.2.8,78,1,1,3,5,6.4,6.7,7.2,8.6,9.8,11.8,1.24,0,8.3
2014.2.9,57,1,1,3,5,4.5,4.7,6,8.4,9.8,11.7,2.5,0,5.3
2014.2.10,59,1,1,3,5,5.5,6.2,6.4,8.1,9.6,11.7,0.74,0,10.6
2014.2.11,69,1,1,3,5,5.6,6.3,6.4,8.2,9.5,11.6,7.18,2.4,13.6
2014.2.12,62,1,1,3,5,5.3,6.7,6.4,8.1,9.5,11.6,6.87,1.6,10.7
2014.2.13,63,1,1,3,5,6.4,7.1,6.6,8.2,9.4,11.5,10.14,3.5,12.8
2014.2.14,67,1,1,3,5,5.2,4.7,6.3,8.2,9.4,11.5,6.37,1.3,12.1
2014.2.15,70,1,1,3,5,4.7,6,6.1,7.9,9.4,11.4,16.68,10,6.6
2014.2.16,60,1,1,3,5,8.2,8.2,7.2,8,9.3,11.4,12.43,5.9,5
2014.2.17,83,1,1,3,5,7.5,6.1,7.3,8.5,9.3,11.3,1.48,0,13.7
