일시,1.5M 평균 습도(%),10CM 일 토양수분(%),20CM 일 토양수분(%),30CM 일 토양수분(%),50CM 일 토양수분(%),1.5M 평균 기온(°C),평균 지면온도(°C),5CM 평균 지중온도(°C),30CM 평균 지중온도(°C),0.5M 일 지중온도(°C),1.0M 일 지중온도(°C),일사량,일조시간,최대풍속
2015.12.30,68,21,19,14,10,6.8,7.1,6.3,9.6,11.6,14.8,8.22,5.3,6.1
2015.12.31,71,21,19,14,10,7.9,8.2,7.4,9.6,11.4,14.7,2.85,0.2,8.6
2016.1.1,76,21,19,14,10,7.6,8.1,7.6,9.6,11.2,14.5,5.92,0.5,5.1
2016.1.2,76,21,18,14,9,11.3,9.8,9.5,9.8,11.2,14.5,6.03,1.9,3.7
2016.1.3,73,21,18,14,9,11.1,11.1,10.1,10.2,11.3,14.4,8.12,4.3,6.1
2016.1.4,74,21,18,14,9,11.9,11.5,9.6,10.4,11.4,14.3,6.55,2.3,3.9
2016.1.5,,21,18,14,9,,,,,11.4,14.2,0.61,0,7.3
2016.1.6,85,22,19,14,9,8.3,8,8.6,10.5,11.5,14.1,4.54,0.6,5.5
2016.1.7,68,22,19,14,9,5.5,4.7,5.7,10.3,11.5,14.1,2.29,0.2,10.2
2016.1.8,69,22,19,14,9,4.5,4.2,5.1,9.6,11.3,14.1,3.48,0.3,9.3
2016.1.9,69,21,19,14,9,4.4,3.9,4.3,9.1,11.1,14,3.23,0,9.4
2016.1.10,80,21,19,14,9,5.7,4.5,5.1,8.8,10.7,13.9,7.89,2.8,5.1
2016.1.11,75,21,19,14,9,7.7,7.6,7.2,8.8,10.5,13.9,5.93,1,6.3
2016.1.12,67,21,19,14,9,4.6,4.6,5.5,9,10.5,13.8,3.25,0.3,7.9
2016.1.13,76,21,19,14,9,3,2.7,4,8.7,10.4,13.6,3.34,0.1,8.8
2016.1.14,62,21,18,14,9,4.7,4.4,4.6,8.4,10.3,13.5,7.02,2.2,9.8
2016.1.15,68,21,18,14,9,5.6,5.8,5.2,8.1,10,13.5,7.48,4,5.7
2016.1.16,72,21,18,14,9,6.9,7.6,5.9,8.1,9.9,13.4,8.47,4.4,4.5
2016.1.17,89,21,18,14,9,8.9,6.8,7.2,8.3,9.8,13.3,0.86,0,6.1
2016.1.18,82,23,20,14,9,2.3,2.6,4.8,8.4,9.8,13.1,2.76,0.1,8.8
2016.1.19,83,23,20,14,9,-0.6,0.1,2.6,8,9.7,13,5.27,1.2,11.5
2016.1.20,74,23,20,15,9,3.2,0.6,4,7.4,9.5,12.9,2.59,0.1,6.6
2016.1.21,76,24,20,15,10,3.6,2.5,4,7.2,9.2,12.9,2.63,0,5.2
2016.1.22,76,23,20,15,10,3.7,3.8,4.2,7.1,9,12.7,8.96,3.3,5
2016.1.23,83,23,20,15,10,-1.1,1.3,3,7.1,8.8,12.6,1.23,0,7.7
2016.1.24,96,23,20,15,10,-5.3,0.1,2.1,6.8,8.7,12.3,3.84,0.2,11.1
2016.1.25,91,23,20,15,9,-0.1,-0.1,2,6.5,8.6,12.3,4.23,0.7,9.2
2016.1.26,76,23,20,15,9,3.6,-0.2,2,6.2,8.4,12.2,4.76,0.9,8.1
2016.1.27,74,24,21,16,10,5.6,0.1,2.3,5.8,8.1,12.1,4.4,0,3.7
2016.1.28,99,25,22,16,11,10.4,6.4,6,5.4,7.7,11.9,2.03,0,6.7
2016.1.29,97,25,21,16,10,10.4,9.8,9.1,6.1,6.9,11.3,0.98,0,9.4
2016.1.30,94,24,21,16,10,8.2,7.8,8.3,7.2,7.4,11.1,1.32,0,7.6
2016.1.31,85,24,20,15,10,6.5,7.4,6.6,7.5,7.9,11,2.74,0,5.6
2016.2.1,78,24,20,15,10,4.2,4.7,5.8,7.6,8.1,11,1.43,0,6.6
2016.2.2,71,24,20,15,10,3.3,5.2,5.1,7.4,8.3,10.9,6.45,1.5,7.7
2016.2.3,76,23,20,15,9,3.1,4,4.4,7.2,8.2,11,11.02,4,8.1
2016.2.4,71,23,20,15,9,5.6,5.8,5.5,7.1,8.3,11,10.5,5.9,6.6
2016.2.5,67,23,20,15,9,5.8,5.8,6.1,7.2,8.2,11,11.53,5.1,7.6
2016.2.6,66,23,20,15,9,3.2,3.2,4.2,7.2,8.3,11,2.61,0.1,10
2016.2.7,60,23,19,15,9,3.7,5.4,4.1,7,8.2,11,5.62,1.5,8.9
2016.2.8,57,23,19,14,9,7,7.7,5.2,6.8,8.2,11,12.4,7.3,10.5
2016.2.9,40,23,19,14,9,9.7,11,7.6,7,8.1,11,14.98,9.8,7.9
2016.2.10,73,23,19,14,9,9.5,10.2,7.8,7.3,8.2,11,14.01,9.7,4.9
2016.2.11,84,23,19,14,9,14.5,12.1,10.1,7.9,8.4,11,8.96,3.8,7
2016.2.12,100,26,22,16,11,15.5,14.2,13.4,9.3,8.7,10.9,1.33,0,12.9
2016.2.13,100,26,22,16,10,14.6,14.4,14.6,11.6,10,10.9,4.5,1.2,14.2
2016.2.14,75,26,22,16,10,4.1,6.4,7.9,11.9,11.1,11,3.23,0,13.6
2016.2.15,80,25,21,16,10,0.1,0.8,4.4,10.5,11,10.9,7.95,1.6,10.9
2016.2.16,70,25,21,15,10,4.3,4.7,5.1,9.4,10.5,11.1,5.2,0.4,10.4
2016.2.17,67,25,21,15,10,5.4,7.1,6.5,8.8,10,11.2,10.98,3.4,11.2
2016.2.18,72,25,21,15,10,6.6,8.5,6.2,8.7,9.8,11.3,16.18,9.5,7.4
2016.2.19,80,25,21,15,10,8.7,8.1,7.2,8.7,9.6,11.3,6.41,0.9,3.2
2016.2.20,70,25,21,15,10,6.9,7.8,7.5,8.8,9.5,11.3,12.14,5,9.5
2016.2.21,61,25,21,15,10,5.2,7.8,5.8,8.6,9.5,11.2,13.62,5.1,6.4
2016.2.22,91,24,20,15,10,6.2,5.9,6.5,8.5,9.3,11.2,4.63,0,3.7
2016.2.23,72,26,21,15,9,8.1,10.3,9.2,8.6,9.3,11.2,12.3,4.5,7.4
2016.2.24,66,25,21,15,10,2.3,3.7,5.4,8.8,9.3,11.1,6.81,1.2,11.8
2016.2.25,56,25,21,15,10,3,6.8,4.9,8.3,9.4,11.1,12,4.2,8.1
2016.2.26,70,24,20,15,10,6.4,8.5,6.3,8,9.1,11.1,15.16,9.2,7.3
2016.2.27,78,24,20,15,10,10.9,12.9,9.9,8.3,9,11.2,11.93,5.2,10.3
2016.2.28,74,24,20,15,9,10.7,13.6,10.9,9,9.2,11.1,15.51,7.8,10.5
2016.2.29,68,24,20,15,9,1.9,5.4,5.4,9.2,9.4,11,9.58,2.5,11.5
2016.3.1,67,24,20,15,9,3.2,6.9,6.1,8.6,9.4,11,14.21,5,7.5
2016.3.2,70,24,19,14,9,6.1,10.1,7.3,8.4,9.3,11.1,18.66,10.6,6.5
2016.3.3,86,23,19,14,9,11.2,10.9,8.9,8.7,9.3,11.1,14.57,6.8,4.5
2016.3.4,85,24,19,14,9,16.1,15.7,13.2,9.3,9.4,11.2,13.69,4.7,6.9
2016.3.5,99,27,20,14,9,15.9,15,14.1,10.4,9.7,11.2,8.89,2.1,12
2016.3.6,95,28,23,17,10,14.5,15.1,15.2,12.2,10.9,10.9,8.64,3.3,7.1
2016.3.7,91,27,22,16,10,13.6,14,13.5,12.5,11.4,11.1,13.65,5.2,4.4
2016.3.8,97,26,21,16,10,12.2,12.8,13.3,12.6,11.6,11.3,1.86,0,14.3
2016.3.9,78,29,23,17,11,8.1,12.5,11.7,12.3,11.8,11.4,17.68,7.9,10.2
2016.3.10,70,27,22,16,10,6.1,10,10.1,12,11.8,11.6,14.55,5.8,7
2016.3.11,51,26,21,16,10,4.2,7.7,7.1,11.4,11.7,11.7,16.33,5.8,6.6
2016.3.12,61,25,21,15,10,5.3,10.7,8.1,10.6,11.4,11.8,19.04,7.8,5.9
2016.3.13,91,25,20,15,10,7.4,6.4,7.6,10.4,11,11.9,2.78,0,8
2016.3.14,70,25,21,15,10,7,11.3,8.9,10.1,10.9,11.9,11.41,2.9,8
2016.3.15,68,24,21,15,10,8.1,12.9,9.7,10.1,10.7,11.9,20.98,9.8,4.4
2016.3.16,72,25,21,15,10,10.5,14.7,12,10.5,10.7,11.9,19.35,9,4.4
2016.3.17,79,25,21,15,10,13.7,14.7,12.7,11,10.9,11.9,18.78,8.2,4.8
2016.3.18,100,28,22,16,10,14.4,15.5,14.6,11.8,11.1,11.9,12.8,2.7,5.3
2016.3.19,80,27,22,16,10,14.6,19.1,16.2,12.5,11.5,11.9,17.04,6.8,4.4
2016.3.20,82,27,21,16,10,11.3,12.6,12.5,12.9,12,12,15.57,3,4.3
2016.3.21,74,26,21,15,10,10.3,11.7,12.2,12.7,12.2,12.1,20.97,9.8,7
2016.3.22,72,25,21,15,10,10.2,15.7,12.9,12.6,12.3,12.2,21.06,9.2,6.7
2016.3.23,62,25,20,15,10,10.7,14.8,13.1,12.7,12.3,12.3,18.81,8,5.7
2016.3.24,63,24,20,15,10,8.6,14,12.6,12.7,12.4,12.4,20.88,8.9,12.5
2016.3.25,68,23,20,15,10,8.5,14.4,12.6,12.7,12.5,12.5,16.66,6.4,5.8
2016.3.26,59,22,19,15,10,7,10.8,10.5,12.6,12.5,12.5,22.38,9.7,10.1
2016.3.27,63,22,19,14,10,8,9.3,9.7,12.2,12.4,12.6,20.77,9.2,8.4
2016.3.28,50,21,18,14,10,11.1,13.1,11.3,11.9,12.3,12.7,21.18,10.9,9.7
2016.3.29,70,21,18,14,10,13.2,13.1,11.5,12.1,12.1,12.7,12.96,2.4,9.8
2016.3.30,82,21,18,14,10,14.2,19,15.3,12.3,12.2,12.8,18.17,8.5,7.3
2016.3.31,88,21,18,14,9,13.5,13.5,13.7,13,12.3,12.7,5.16,0,4.7
2016.4.1,63,21,17,14,9,15,20.1,16.5,13.2,12.7,12.8,22.13,10.5,4
2016.4.2,76,20,17,14,9,15.5,20.5,16.5,13.9,12.9,12.9,20.63,8.5,4.9
2016.4.3,92,20,17,13,9,16.4,15.7,15.7,14.5,13.2,12.9,2.38,0,5.9
2016.4.4,98,27,21,16,11,13.9,14.1,14.9,14.6,13.6,13,3.79,0,6.3
2016.4.5,92,27,21,16,10,13.2,15.1,14.5,14.4,13.8,13.1,15.81,2.7,3.6
2016.4.6,93,27,20,15,10,14.8,15,13.8,14.4,13.8,13.3,4.86,0,9.6
2016.4.7,91,31,22,17,11,15.9,20.9,17.5,14.6,13.9,13.4,9.35,1.8,12.7
2016.4.8,78,29,21,16,10,15.6,20.3,17.8,15.1,14.1,13.5,16.14,4,4.8
2016.4.9,58,28,21,16,10,15.3,20.2,17.3,15.7,14.4,13.6,23.79,11,4
2016.4.10,72,27,20,15,10,15.2,19.6,17.5,15.9,14.7,13.7,20.43,6.4,3.8
2016.4.11,77,26,20,15,10,14,19.2,17.1,16.1,14.9,13.9,19.86,6.6,8.9
2016.4.12,77,25,19,15,10,16.1,16.8,15.9,16.1,15.1,13.9,17.77,5.6,9.4
2016.4.13,92,32,23,17,11,18.1,20.6,19,16.2,15.1,14.2,6.75,0.9,12.6
2016.4.14,73,29,21,16,10,18,22.4,19.8,16.8,15.5,14.3,22.03,7.6,4.2
2016.4.15,57,27,21,16,10,16.2,19.6,17.5,17.2,15.8,14.4,25.78,11.5,10.2
2016.4.16,95,26,20,15,10,17.7,17.5,16.8,17.1,15.9,14.5,5.26,0.4,16.9
2016.4.17,70,30,22,17,11,14.7,19.5,17.2,16.8,16.1,14.8,17.15,5.7,18.3
2016.4.18,60,28,21,16,10,13.8,16.4,15.9,16.9,16.1,14.8,17.26,5.9,9.1
2016.4.19,76,26,21,16,10,14.9,19.2,16.7,16.7,16.1,15,24.46,11.4,8.4
2016.4.20,81,25,20,15,10,16,17.8,17.3,16.8,16.1,15.1,17.37,5.9,5.2
2016.4.21,90,30,23,17,11,17.8,19.4,19.1,17.1,16.1,15.1,10.08,1,10.8
2016.4.22,82,28,22,16,11,15.6,21.4,19.3,17.4,16.4,15.3,24.78,9.6,6.5
2016.4.23,90,27,21,16,10,15.1,16.3,17.2,17.7,16.5,15.3,5.59,0,5.1
2016.4.24,65,27,21,16,10,16,20.8,18.6,17.5,16.7,15.4,24.45,10.1,6
2016.4.25,40,25,20,15,10,17.6,19.8,17.7,17.6,16.7,15.5,23.67,11.7,9.5
2016.4.26,80,24,20,15,10,18,19.8,18.3,17.5,16.8,15.6,18.2,7,7.7
2016.4.27,86,24,20,15,10,16.8,18.5,17.7,17.6,16.7,15.6,2.43,0,10.4
2016.4.28,99,25,20,15,10,13.6,15,16.5,17.4,16.7,15.7,6.49,0,6.4
2016.4.29,77,24,20,15,10,14.6,20.9,18.2,17.1,16.7,15.8,27.82,12.5,4.4
2016.4.30,55,23,20,15,10,14.5,20.6,18.4,17.4,16.7,15.8,26.58,12.5,5.6
2016.5.1,70,22,20,15,10,17.5,21.6,19.6,17.7,16.8,15.9,25.82,12,5.5
2016.5.2,97,21,19,15,10,18.5,17.4,18.3,18.1,16.9,15.9,7.25,1.8,7.1
2016.5.3,85,28,24,18,11,16.4,16.9,17.8,18.1,17.7,16.6,13.16,4.2,13.6
2016.5.4,50,25,22,16,11,19.5,21.7,18.9,18,17.6,16.4,27.91,12.4,8.7
2016.5.5,81,24,21,16,10,17.9,17.7,17.9,18.2,17.5,16.5,11.66,2.5,5.7
2016.5.6,97,27,23,17,11,18.8,23.3,20.9,18.2,17.5,16.6,19.37,5.8,4
2016.5.7,82,25,22,17,11,17.8,22.8,21.9,18.8,17.6,16.6,23.69,10.3,6
2016.5.8,71,24,21,16,10,17.4,17.9,18.7,19.2,18,16.7,12.07,2.5,7.4
2016.5.9,99,25,21,16,10,16.5,18.5,18.9,18.9,18,16.6,5.95,0,5.3
2016.5.10,98,29,24,18,11,16.3,18.1,18.8,18.7,18,16.7,2.73,0,3.8
2016.5.11,92,26,22,17,11,14.7,17.6,18.4,18.5,18,16.9,24.86,8.9,5.1
2016.5.12,84,25,22,16,11,16.3,22.6,20.8,18.6,18,17,29.01,12.3,5.1
2016.5.13,86,24,21,16,10,16.2,20,20.6,19,18.1,17,18.87,8.1,5.3
2016.5.14,78,24,21,16,10,18.2,23.9,21.4,19.3,18.2,17,22.26,7.6,7.4
2016.5.15,92,23,20,15,10,20.6,21.5,21,19.6,18.4,17.1,27.82,11.5,7.3
2016.5.16,57,23,20,15,10,16.4,20.2,19.7,19.6,18.5,17.1,,,8.3
2016.5.17,49,21,20,15,10,18.3,20.7,21.8,19.4,18.6,17.2,29.07,13.1,3.8
2016.5.18,53,19,19,15,10,19.2,23,23.9,19.7,18.6,17.3,28.46,12.5,4.9
2016.5.19,57,19,19,15,10,19.7,23,21,20.1,18.8,17.3,21.78,7.4,4.9
2016.5.20,52,18,18,14,10,21.7,24.5,22.3,20.2,18.9,17.4,27.53,10.8,6.7
2016.5.21,56,18,17,14,10,22.2,24.8,22.9,20.7,19,17.4,19.91,5.5,9.4
2016.5.22,55,18,17,14,10,21.9,21.2,21.3,20.9,19.2,17.5,10.16,0,7.5
2016.5.23,74,18,17,14,10,22.5,25.7,23.4,20.7,19.4,17.6,26.98,10.2,6
2016.5.24,100,25,19,13,10,19.9,21.3,22.2,21.3,19.4,17.6,4.48,0,8.4
2016.5.25,82,24,20,16,10,19.4,24.8,23.6,21.2,19.7,17.8,26.78,11.3,4.6
2016.5.26,79,22,20,15,10,20.2,23.9,23.5,21.6,20,17.9,18.26,4,4.3
2016.5.27,94,22,20,15,10,19.2,23.2,23.6,21.8,20.1,18,15.88,2.1,3.6
2016.5.28,94,24,21,15,10,19,21.7,21.9,21.8,20.3,18.1,10.25,1.3,7.4
2016.5.29,100,25,21,16,11,17.7,19.6,20.9,21.4,20.3,18.2,4.55,0.9,2.6
2016.5.30,73,24,21,16,11,21.4,25.3,23.6,21.1,20.4,18.4,29.04,12.6,4.6
2016.5.31,63,23,20,16,11,21.3,24.5,23.9,21.8,20.4,18.5,21.8,7.2,5.2
2016.6.1,66,22,20,16,11,20.3,22.8,22.9,21.9,20.5,18.5,12.84,2.7,9.5
2016.6.2,58,21,19,15,10,20.5,25.2,23.4,21.8,20.7,18.7,28.7,12.2,9.4
2016.6.3,66,20,19,15,10,22.1,25.1,23.7,22.1,20.7,18.8,21.02,4.4,7.5
2016.6.4,95,20,18,14,10,17.8,19,21,22.1,20.7,18.8,3.75,0,10.9
2016.6.5,88,22,19,14,10,19.9,21.3,21.3,21.4,20.8,18.9,11.05,0,9.5
2016.6.6,91,22,19,15,10,20.6,21.4,21.8,21.3,20.6,19,5.03,0,8.5
2016.6.7,95,22,19,15,10,20.2,21.8,22.4,21.4,20.5,19,16.24,1.7,3.3
2016.6.8,95,22,19,15,10,20.2,22.3,22.2,21.4,20.5,19,6.87,0,3.2
2016.6.9,92,22,19,15,10,20.6,24.9,23.3,21.5,20.6,19.1,17.57,5,4.3
2016.6.10,85,21,19,14,10,22,27.5,25,21.9,20.7,19.1,26.53,10.3,4.5
2016.6.11,96,21,18,14,10,23.5,25,24.6,22.6,20.9,19.2,20.56,5.5,3.6
2016.6.12,98,21,18,14,10,22.7,23.1,23.7,22.7,21.1,19.2,5.6,0,5.1
2016.6.13,92,21,18,14,10,22.7,27.8,25.7,22.7,21.3,19.3,15.93,2,3.6
2016.6.14,87,21,18,14,10,20.3,27.5,26.1,23.3,21.4,19.4,25.34,7.9,5.6
2016.6.15,92,19,17,14,10,22,22.8,23.7,23.3,21.7,19.4,20.26,5.6,3.5
2016.6.16,79,19,17,14,10,22.1,23.3,24,23.2,21.8,19.5,10.94,0.3,10.3
2016.6.17,85,19,17,13,10,21,26.8,25,22.9,21.8,19.7,27.45,10.8,5.2
2016.6.18,95,18,16,13,10,21.6,22.9,23.6,23.1,21.8,19.8,14.93,4.2,3.5
2016.6.19,96,22,18,13,10,24.1,28.1,26.2,23.1,21.8,19.8,20.17,6.7,7
2016.6.20,96,21,18,13,10,23.5,23.6,24.3,23.9,21.9,19.9,6.04,0.1,15.8
2016.6.21,94,24,21,16,11,23.9,27.9,26.2,23.8,22.6,20.4,18.96,3.9,10.2
2016.6.22,100,26,23,17,12,23.4,23.1,23.9,24.4,23.7,21.9,4.4,0.1,6.8
2016.6.23,96,25,22,16,11,23.8,27.4,26.1,24.2,23.6,20.6,21.4,4.7,7.2
2016.6.24,90,24,21,16,11,24.4,23.8,25.4,24.6,23.3,21.1,7.88,0.2,9.2
2016.6.25,84,23,21,16,11,22.1,23.1,24.1,24.4,23.3,21.1,13.51,3.8,9.2
2016.6.26,78,23,20,15,11,23.9,26.4,26,24,23.2,21.2,27.84,11.1,9
2016.6.27,97,21,20,15,11,18.9,20.1,23,24.3,23.1,21.2,4.67,0,5.8
2016.6.28,96,25,23,17,11,20.4,20.6,21.7,23.4,23,21.2,5.9,0,6.9
2016.6.29,99,25,23,17,12,22.9,23.3,23.4,22.9,22.8,21.7,8.13,0,5.2
2016.6.30,94,24,22,16,11,24.1,25,24.6,23.2,22.7,21.5,21.87,6.9,5
2016.7.1,100,24,21,16,11,24.2,23.9,24.6,23.7,22.7,21.5,5.66,0,8.1
2016.7.2,98,25,22,16,11,23.4,23.2,24.1,23.7,22.8,21.4,7.04,0.3,8.8
2016.7.3,100,24,22,16,11,24.3,24.1,24.3,23.6,22.9,21.5,7.44,0,6.2
2016.7.4,100,24,21,16,11,25.6,25.7,25.3,23.7,22.8,21.5,20.07,4.2,5.7
2016.7.5,100,24,21,16,11,25.9,26.5,26.1,24.1,22.9,21.5,28.28,11.7,5.9
2016.7.6,94,23,21,16,11,26.3,29.2,27.8,24.5,23.1,21.5,28.58,13,7.4
2016.7.7,89,23,21,16,11,26.2,27.9,28.1,25,23.4,21.5,23.33,9.8,4.2
2016.7.8,89,22,20,15,11,26.3,28.4,28.1,25.5,23.6,21.5,23.52,9.8,7.2
2016.7.9,90,21,19,15,11,25,28.4,28.3,25.7,23.9,21.7,26.41,12.8,4.8
2016.7.10,98,20,19,15,11,23.5,24.4,26.2,25.7,24.1,21.7,5.41,0.2,4
2016.7.11,100,24,21,15,10,24.3,24.8,25.6,25.3,24.1,21.8,7.72,0.4,4.4
2016.7.12,100,25,23,17,12,25.3,24.8,25.1,24.9,24.1,21.9,3.15,,12.5
2016.7.13,100,25,23,17,12,26.3,26.5,26.1,24.3,23.7,22.2,11.88,1,12
2016.7.14,91,24,22,17,11,26,28.8,28.1,25,23.9,22.6,23.41,8.6,4.7
2016.7.15,91,23,21,16,11,24.5,25.9,26.7,25.6,24.2,22.7,21.45,6.5,7.2
2016.7.16,91,22,20,16,11,25.8,26.7,27.3,25.7,24.4,22.7,13.46,2.3,9.1
2016.7.17,87,22,20,15,11,24.6,26.5,27,25.8,24.6,22.7,18.04,3.2,3.7
2016.7.18,89,21,19,15,11,24.9,25.6,26.3,25.7,24.6,22.8,14.41,2.1,3.4
2016.7.19,90,21,19,15,11,26.8,27.5,27.3,25.7,24.7,22.8,22.53,9,6.8
2016.7.20,90,20,18,15,11,26.7,28.4,,26,24.7,22.9,26.93,11.9,6.1
2016.7.21,92,19,18,14,11,26.7,29.2,,26.4,24.9,22.9,25.82,12.6,5.4
2016.7.22,94,19,18,14,11,26.7,27.8,28.4,26.7,25.1,23,27.17,11.3,5.7
2016.7.23,91,18,17,14,10,27.6,31.9,31.5,27,25.3,23.1,26.28,12.3,4
2016.7.24,87,18,17,14,10,28.2,33.2,32.9,27.9,25.6,23.1,25.8,12.3,5.1
2016.7.25,86,16,16,14,10,28.2,32.8,32.8,28.5,26,23.2,24.04,9.8,4.3
2016.7.26,89,22,22,17,12,28.8,32.2,32.3,29.1,26.6,23.7,25.37,10.9,5.3
2016.7.27,91,21,20,16,12,29.1,32.3,32.9,29.3,26.9,23.6,23.98,9.8,6.8
2016.7.28,93,21,20,16,11,28.2,29.6,30.7,29.4,27.1,23.7,19.67,5.7,5.5
2016.7.29,87,20,19,15,11,29.1,31.7,32.3,29.2,27.3,23.9,24.6,11.1,4.3
2016.7.30,86,19,18,15,11,28.6,32.1,33.2,29.5,27.3,24,25.45,11.7,3.3
2016.7.31,84,18,18,15,11,28,30.7,32.1,29.8,27.6,24.2,23.65,10.9,4.1
2016.8.1,81,17,17,14,11,28.1,31.4,32.3,29.8,27.7,24.3,21.08,8.6,4.8
2016.8.2,88,16,16,14,11,27.3,29.8,31.2,29.8,27.8,24.4,15.17,5.4,5
2016.8.3,93,15,15,13,11,26.3,27.8,29,29.4,27.8,24.5,6.73,,5.9
2016.8.4,90,22,21,16,12,27.2,27.6,28.7,28.4,27.7,24.7,16.37,5.6,7.4
2016.8.5,91,22,21,16,12,28.5,29,30.2,28.1,27.6,25.4,19.59,7.4,6.9
2016.8.6,88,22,21,16,12,28.1,29.5,30.9,28.6,27.5,25.3,21.93,8.5,6.2
2016.8.7,88,22,21,16,12,27.9,30,31.2,29,27.6,25.3,22.74,9.6,5.8
2016.8.8,82,21,20,16,11,28.3,29.4,30.9,29.1,27.8,25.3,21.48,7.8,4
2016.8.9,82,20,19,15,11,29.3,29.6,31.2,29.1,27.8,25.3,24.23,10.4,6.2
2016.8.10,81,19,18,15,11,29.2,30.1,31.9,29.2,27.9,25.4,24.99,10.8,7.2
2016.8.11,79,18,17,14,11,28.5,30.1,31.5,29.4,28,25.4,25.62,12.5,4.1
2016.8.12,79,16,16,14,11,28.6,29.9,31.1,29.4,28,25.5,25.12,12.4,4.4
2016.8.13,75,15,15,13,11,29,29.9,31.1,29.4,28,25.5,26,12.7,7.5
2016.8.14,78,14,14,12,11,28.8,30.7,31.6,29.4,28.1,25.5,25.47,11.5,4.9
2016.8.15,73,13,13,12,10,29.5,29.8,31.1,29.5,28.1,25.6,21.2,8.7,3.8
2016.8.16,74,13,12,11,10,28.7,30.5,31.7,29.5,28.2,25.6,24.16,10,4.8
2016.8.17,76,12,12,10,10,27.2,28.1,29.4,29.4,28.2,25.7,20.33,8.8,4.7
2016.8.18,79,12,11,10,10,29.1,30.2,31.2,29.1,28.1,25.7,23.84,10.5,5
2016.8.19,85,11,11,9,10,28.9,30.9,31.6,29.3,28,25.7,15.09,4.5,4.3
2016.8.20,80,11,10,9,10,27.6,28.8,29.8,29.4,28.1,25.8,16.43,4.7,5.4
2016.8.21,70,11,10,9,9,28.8,29.6,30.6,29.1,28.1,25.8,23.85,11,8.6
2016.8.22,77,10,10,8,9,28.7,31.4,31.5,29.1,28,25.8,24.39,11.8,6.3
2016.8.23,77,10,9,8,9,27.7,29,30.1,29.2,28,25.8,20,7.9,7.6
2016.8.24,65,10,9,8,9,28.6,29.6,30.5,29.2,28.1,25.9,23.56,11.2,9.8
2016.8.25,77,9,9,8,9,28,30.5,30.8,29.1,28,25.9,19.43,5.5,6.2
2016.8.26,72,9,9,7,8,28.3,33.8,31.6,29.2,28,25.9,23.18,9.8,7.2
2016.8.27,81,9,9,7,8,24.2,26.6,27.3,29.1,27.9,25.5,3.64,,8
2016.8.28,75,18,12,7,8,23.5,25.4,25.7,28.1,27.7,25.5,11.66,4,7
2016.8.29,58,16,14,8,8,23.4,25.4,25.3,27.2,27.4,25.5,22.58,9.2,11.7
2016.8.30,62,15,13,8,8,23.4,25.1,24.9,26.6,27,25.5,19.25,6.6,11.9
2016.8.31,69,14,12,8,8,24.2,26,25.6,26.2,26.7,25.4,22.23,10.7,11
2016.9.1,88,13,12,8,8,23.8,24.5,25.5,26.2,26.4,25.3,18.71,7.7,8.4
2016.9.2,97,20,17,13,11,22.5,23.3,23.8,25.9,26.2,25.2,4.6,0.1,7.2
2016.9.3,86,19,17,12,11,24.4,25.8,25.8,25.6,25.9,25.2,12.93,1.2,3.1
2016.9.4,78,19,17,12,10,25.7,27.8,27.9,26.1,25.8,25.1,20.18,8.2,5
2016.9.5,84,19,17,12,10,25.4,28.7,28.2,26.6,25.9,25,16.92,5.2,4
2016.9.6,80,18,16,12,10,24,25,25.8,26.8,26.1,24.9,7.51,0.2,3
2016.9.7,80,18,16,12,10,23.1,23.9,24.7,26.4,26.1,24.8,5.28,,2.6
2016.9.8,67,18,16,12,10,24,26.1,26.4,26.1,26,24.8,20.56,8.3,4.7
2016.9.9,70,17,16,12,10,24,27.6,26.9,26.2,25.9,24.8,21.8,9.6,4.7
2016.9.10,73,17,15,12,10,23,25.7,25.6,26.2,25.8,24.7,14.07,4.9,4.6
2016.9.11,74,16,15,12,10,24,25,25.3,26,25.8,24.7,10.83,0.3,6.4
2016.9.12,81,17,15,12,10,21.9,24.9,24.7,25.8,25.6,24.6,13.24,5.3,10.3
2016.9.13,70,17,15,12,10,23.5,25.3,25.2,25.6,25.6,24.6,22.49,11,8.2
2016.9.14,74,17,15,12,10,22.8,23.1,23.8,25.6,25.4,24.5,10.95,1.7,8.6
2016.9.15,73,17,15,12,10,22.7,23.2,23.9,25.3,25.3,24.5,12.05,1.6,7.2
2016.9.16,80,17,15,11,10,24.1,23.1,23.5,25.1,25.2,24.4,6.67,,7.5
2016.9.17,97,18,15,11,10,24.6,24.4,24.8,25,25,24.4,4.63,0.1,11.5
2016.9.18,90,20,17,12,10,23.8,24.8,25,25,25,24.3,9.39,0.2,9.9
2016.9.19,73,20,17,12,10,23,22.3,23.1,25,24.9,24.2,1.41,,13.7
2016.9.20,68,20,17,13,10,20.8,21.9,22.7,24.6,24.9,24.2,22.04,10.6,9.4
2016.9.21,62,19,17,12,10,21.1,21.6,22.3,24.3,24.6,24.1,17.43,5.8,7.8
2016.9.22,69,19,16,12,10,21,23.4,23.1,24.1,24.4,24,18.57,8,5.2
2016.9.23,75,18,16,12,10,20.7,22,22.9,24,24.3,24,14.61,5.2,5.2
2016.9.24,72,17,16,12,10,21.6,23.1,23.4,23.9,24.2,23.9,20.03,10.1,6.7
